"id","nombre","precio_min","precio_max"
23477,"Dulce de Leche Repostero Ilolay 400 Gr","2585.00","2585.00"
23478,"Aji Triturado Sobre La Campagnola 23 Gr","619.00","659.00"
23479,"Salvia La Parmesana 20 Gr","815.00","815.00"
23480,"Pasas de Uva con Chocolate Conosur 150 Gr","3589.00","3589.00"
23481,"Tostadas Salvado Paseo 200 Gr","1459.00","1519.00"
23482,"Galletitas Mini Salvado Carrefour 300 Gr","1080.00","1080.00"
23483,"Caballa al Natural La Campagnola 300 Gr","1313.28","1369.44"
23484,"Aceitunas Verdes con Ajo Castell 170 Gr","579.96","602.64"
23485,"Suplemento Alimenticio Fortisip Max 700 Gr","54722.50","54722.50"
23486,"Choclo Desgranado Granja Del Sol 300 Gr","2415.00","2415.00"
23487,"Pure deTomate sin TACC Conciencia 520 Gr","959.04","999.00"
23488,"Azucar Blanca Refinada Premium Chango 1 Kg","1137.60","1185.00"
23489,"Chicle Cero Azucares Infinit Blueberry Beldent 7 Un 13.3 Gr","815.00","849.00"
23490,"Infusion de Chocolate a la Menta en Saquitos Saint Gottard 20 Un","4305.00","5169.00"
23491,"Jurel al Natural Carrefour 425 Gr","3290.00","3290.00"
23492,"Pure Tomate Doña Pupa Tetra 520 Gr","850.00","850.00"
23493,"Pasas de Uva Bañadas en Chocolate Alfa Pampa 100 Gr","2129.00","2218.00"
23494,"Saborizador Salsa Criolla Alicante 30 Gr","2233.30","2235.00"
23495,"Obleas Bañadas en Chocolate Terrabusi Mini Rhodesia 60 Gr","1549.00","1685.00"
23496,"Vainillas Bimbo 148 Gr","1779.00","1950.00"
23497,"Pastillas Mix de Frutas Tic Tac 49 Gr","1898.99","1900.00"
23498,"Gelatina Naranja Exquisita 40 Gr","830.40","865.00"
23499,"Pure de Papas Original Maggi 125 Gr","1919.00","1999.00"
23500,"Choclo Amarillo Desgranado Arcor 300 Gr","1531.02","1594.81"
23501,"Cebolla en Escamas 1854 60 Gr","965.52","1007.64"
23502,"Te en Saquitos Ensobrado Mezcla de Hierbas Silvestre Taragui 25 Un","1348.88","1405.08"
23503,"Ajo Granulado La Parmesana 25 Gr","805.00","806.00"
23504,"Canela Chango 40 Gr","3541.44","3689.00"
23505,"Yerba Mate Campo Sur La Merced 500 Gr","3570.00","3570.00"
23506,"Cintitas Clasicas Tosti 100 Gr","792.00","825.00"
23507,"Fruta Glaseada en Potecitos 150 Gr","1999.00","1999.00"
23509,"Edulcorante Liquido Forte Hileret Zucra 9 Un 400 Ml","1833.84","1911.60"
23511,"Alfajores Mousse Chocolate con Leche Cachafaz 6 Un 300 Gr","9615.00","9615.00"
23513,"Yerba Mate Organica Hierbas Silvestre 500 Gr","6239.04","6499.00"
23515,"Chicles Infinit Blueberry Beldent 14 Un 26 Gr","1881.00","1959.00"
23517,"Mermelada Frutos Rojos Seleccion La Campagnola 390 Gr","4126.91","4129.00"
23519,"Aceitunas Verdes Rellenas La Toscana 300 Gr","2539.20","2645.00"
23522,"Mejillones al Natural Gomes Da Costa 190 Gr","4300.00","4300.00"
23524,"Papas Fritas a la Provenzal Terra Slices 65 Gr","1289.00","1289.00"
23527,"Fideo Cappelletti Bellaterra 500 Gr","2179.00","2419.00"
23529,"Salsa Picante Roja en Frasco La Parmesana 180 Cc","1300.00","1300.00"
23531,"Galletitas Pepas Trio 200 Gr","899.00","1090.00"
23533,"Infusion Mora Arandano y Grosella Saint Gott Estuche 72 Gr 20 Un","4305.00","5169.00"
23535,"Comprimidos Chocolate Pediasure 400 Gr","31272.50","31272.50"
23537,"Granola Berries Go Natural 290 Gr","5280.00","5281.00"
23539,"Pasta de Mani Stevia Entre Nuts 380 Gr","3729.00","3729.00"
23541,"Gomitas Ositos Acidos Yummy 30 Gr","678.00","678.00"
23543,"Harina Fina Integral Tassara 1 Kg","1065.00","1109.00"
23545,"Choclo al Vapor Bonduelle 200 Gr","2726.00","3049.00"
23547,"Chocolate Blanco Nugaton 27 Gr","956.00","956.00"
23549,"Mani sin Sal sin Piel King 100 Gr","879.00","1100.00"
23551,"Fideos Cabellos de Angel Carrefour 500 Gr","1590.00","1590.00"
23553,"Polvo para Preparar Postre Limon a la Crema Sobre Bc 50 Gr","959.00","959.00"
23555,"Galletitas Sabor Limon Aglu 150 Gr","1450.00","1450.00"
23557,"Saborizante y Bolsa para Horno Sabor Albahaca y Ajo Alicante 30 Gr","2233.30","2235.00"
23559,"Atun en Aceite Carrefour 354 Gr","4690.00","4690.00"
23561,"Polvo para Preparar Postre Sabor Dulce De Leche Godet 60 Gr","859.00","899.00"
23563,"Atun Desmenuzado al Natural Aliada 170 Gr","959.04","999.00"
23565,"Caldos en Polvo en Sobre 4 Quesos Alicante 4 Un","1219.00","1219.00"
23567,"Galletitas Rellenas Sabor Frutilla Polvorita Frutilla","899.00","1175.00"
23569,"Yerba Mate Saborizada con Menta Verdeflor 500 Gr","1450.00","1450.00"
23571,"Nachos Tostitos en Bolsa Doritos 200 Gr","4639.00","5224.99"
23573,"Mani Sabor Crema y Cebolla Chef King 80 Gr","919.00","1100.00"
23575,"Chocolate Blanco Tofi 27 Gr","1460.00","1505.00"
23577,"Cafe Seleccion Arlistan 100 Gr","1808.36","1883.71"
23579,"Mayonesa Light Bc La Campagnola 125 Gr","518.00","539.00"
23606,"Aceite de Oliva Cocinero Fritolim 120 Gr","1026.00","1058.40"
23607,"Chocolate de Castañas de Caju con Caramelo Milka 155 Gr","5385.00","5563.99"
23608,"Azucar Tipo A Chango 1 Kg","1055.04","1099.00"
23609,"Filtro Tela Cafe Cimarron 1 Un","2149.00","2149.00"
23610,"Tostaditas de Arroz Integral Dulces Arrocitas 120 Gr","1103.00","1149.00"
23611,"Oregano Sobre Alicante 50 Gr","2009.00","2009.00"
23612,"Dulce de Leche Clasico La Serenisima 250 Cc","693.00","693.00"
23613,"Salsa Honey Barbecue Aleluya 250 Gr","2448.23","2739.00"
23614,"Biscuits Mini Bay Biscuits 140 Gr","1779.00","2200.00"
23615,"Granas Color Celeste Pergola 50 Gr","171.72","179.28"
23616,"Aceite Girasol Plus Cocinero 1.5 Lt","3254.40","3390.00"
23617,"Mani Tostado con Piel King 100 Gr","1150.00","1150.00"
23618,"Sopa de La Huerta con Fideos y Vegetales Sopas de la Abuela 72 Gr","1379.00","1379.00"
23619,"Chocolate Blanco Cofler Air 55 Gr","3010.00","3105.00"
23620,"Chocolate Blanco con Chocolinas Cofler 140 Gr","4319.00","4579.00"
23622,"Mermelada de Naranja Carrefour 454 Gr","1990.00","1990.00"
23623,"Caramelos Masticables Sabor Frutilla Sugus 19.8 Gr","510.00","510.00"
23624,"Galletitas con Chips Sabores de La Vida Gaona 100 Gr","880.00","880.00"
23625,"Polvo para Preparar Salsa 4 Quesos Alicante 37 Gr","1829.00","1835.00"
23626,"Pasta de Mani Pote Croppers 310 Gr","2752.99","2785.00"
23627,"Te Negro en Hebras Organico Inti Zen 80 Gr","3590.00","3590.00"
23628,"Fideos Fusilli Multicereal con Quinoa sin TACC Wakas 250 Gr","2335.00","2689.00"
23629,"Pepitas Artesanales Batata 200 Gr","2490.00","2490.00"
23630,"Tableta Chocolate con Leche con Mani Tokke 62 Gr","1189.00","1189.00"
23631,"Mermelada Diet de Frambuesa Emeth 420 Gr","1919.00","1999.00"
23632,"Fideos Mostacholes Rayado Carrefour 500 Gr","1050.00","1050.00"
23633,"Galletitas con Salvado Naturalmente Granix 135 Gr","715.00","715.00"
23634,"Yerba Mate Barbacua La Merced 500 Gr","3570.00","3570.00"
23635,"Cereal en Barra con Yoghurt Frutilla Cereal Mix 26 Gr","758.00","789.00"
23636,"Te en Saquitos Arandanos Patagonia 20 Un","3839.04","3999.00"
23637,"Castañas de Caju El Mercado 350 Gr","13700.00","13700.00"
23638,"Remolacha en Cubos Lata Bonduelle 400 Gr","6719.00","6999.00"
23639,"Fideos Tirabuzon La Campagnola 500 Gr","1659.14","1728.27"
23640,"Bombon Chocolate con Mani Full Mani Georgalos 9 Gr","450.00","450.00"
23641,"Galletitas Dulces Rellenas Sabor Vainilla Polvorita 152 Gr","899.00","1099.00"
23642,"Almendras con Chocolate Alfa Pampa 100 Gr","5013.00","5222.00"
23643,"Cafe Instantaneo Suave Dolca 170 Gr","2366.00","2466.00"
23644,"Aceitunas Verdes para Ensalada Doypack Nucete 120 Gr","1017.00","1019.00"
23645,"Premezcla Ñoquis Papa sin TACC 400 Gr","3799.00","3799.00"
23646,"Salsa a Base de Miel y Jugo de Naranja Aleluya 250 Gr","3789.44","3947.33"
23647,"Peras en Mitades Molino Rojo 820 Gr","1439.00","1499.00"
23648,"Sal Saborizada con Especias Light Salero Dos Anclas 200 Gr","5129.00","5129.00"
23649,"Tableta de Chocolate con Mani Nestle 150 Gr","3609.00","4699.00"
23651,"Aderezo para Ensaladas Cesar Dressing 200 Gr","3999.00","3999.00"
23652,"Ketchup Doypack Danica 220 Gr","924.00","925.00"
23655,"Obleas de Frutilla x 3 Opera 68 Gr","671.00","699.00"
23656,"Suplemento Dietario Vainilla en Polvo Ensure 800 Gr","74266.50","74266.50"
23657,"Fideos Moños Don Vicente 500 Gr","3200.00","3200.00"
23658,"Mermelada de Frutilla Carrefour 454 Gr","2190.00","2190.00"
23659,"Gelatina en Polvo Frutilla Godet 25 Gr","787.00","919.00"
23660,"Fideos Tallarines N° 7 Matarazzo 500 Gr","1344.00","1400.00"
23661,"Alfajores de Maicena Cachafaz 6 Un 456 Gr","9615.00","9615.00"
23662,"Bizcocho de Arroz Tortita Negra Gallo 50 Gr","1209.60","1260.00"
23663,"Aceitunas Verdes Doypack Nucete 220 Gr","939.00","1017.00"
23664,"Chocolate para Taza Godet 100 Gr","1824.00","1900.00"
23665,"Galletitas Black Dale 170 Gr","1359.00","1359.00"
23666,"Salsa de Soja Reducida en Sodio Cocinero 500 Ml","1022.00","1064.00"
23667,"Edulcorante Sucralosa Sucaryl 40 Gr 50 Un","2569.00","2573.00"
23669,"Flan Casero Descremado Dulce de Leche Sancor 2 Un 115 Gr","2649.00","3090.00"
23670,"Pastillas Cherry Lyptus Halls 25.2 Gr","585.00","605.00"
23671,"Mani Repelado y Salado 100 Gr","3589.00","3589.00"
23672,"Oblea Doble Chocolate Sinfonia 100 Gr","700.00","700.00"
23673,"Te Verde a Grosella Negra Cachamai 40 Gr","1477.15","1538.70"
23674,"Galletitas Avena y Pasas Sabores de La Vida Gaona 186 Gr","1450.00","1450.00"
23675,"Cintitas Crocantes Cebolla Tostex 125 Gr","911.00","949.00"
23676,"Malvaviscos Frutal Twist Buffys 200 Gr","3750.00","3750.00"
25362,"Paletas Sabor Chocolate Blanco Not Ice Cream 4 Un 60 Gr","6192.00","7079.00"
25364,"Pizza de Muzzarella Jamon y Morrones 575 Gr","8050.00","8050.00"
25366,"Helado Palito Trufa Blanco Mega Nestle 71 Gr","2973.00","3097.00"
25368,"Helado Kit Kat Caja 3 Un 183 Gr","10100.00","10517.00"
25369,"Medallon de Carne Chacra Nuestra 4 Un","2110.00","2110.00"
25370,"Medallon de Carne Caja Chacra Nuestra 12 Un","6065.00","6065.00"
25371,"Medallon de Merluza Rebozado Prefrito 1 Kg","5190.00","5190.00"
25372,"Hamburguesas de Carne Union Ganadera 4 Un 69 Gr","4035.00","4035.00"
25373,"Hamburguesas de Carne Finitas de Carne Union Ganadera 2 Un 55 Gr","1589.00","1589.00"
25374,"Medallon de Carne Caja Chacra Nuestra 2 Un","1119.00","1119.00"
25375,"Hamburguesas de Carne Union Ganadera 20 Un","23055.00","23055.00"
25376,"Pizza Congelada Mozzarella Pietro 470 Gr","4889.00","4889.00"
25377,"Pizzeta de Tomate en Bolsa 200 Gr","1752.99","1752.99"
25378,"Medallones de Merluza Empanados Prefritos 2 Kg","7490.00","7490.00"
25379,"Formitas de Merluza Rebozado Prefritas Infantiles 1 Kg","4290.00","4290.00"
25380,"Medallon de Quinoa Nutrileza 4 Un 360 Gr","3300.00","3300.00"
25381,"Medallon de Espinaca Nutrileza 4 Un 360 Gr","3300.00","3300.00"
25382,"Medallon de Mijo Nutrileza 4 Un 360 Gr","3300.00","3300.00"
25383,"Medallon de Lenteja y Curry Caja Nutrileza 360 Gr","3300.00","3300.00"
25384,"Medallon de Garbanzo Nutrileza 4 Un 360 Gr","3300.00","3300.00"
25385,"Medallon de Soja Nutrileza 4 Un 360 Gr","3300.00","3300.00"
25386,"Medallon de Aduki Nutrileza 4 Un 360 Gr","3300.00","3300.00"
25387,"Helado Chocolate con Dulce de Leche y Frutilla Frigor 1 Kg","9280.00","9280.00"
25388,"Helado Dulce de Leche Frutilla y Chocolate Balde Frigor 1.5 Kg","13565.00","13565.00"
25389,"Papas Rusticas Congeladas Carrefour Classic 700 Gr","3190.00","3190.00"
23677,"Pepas de Membrillo 220 Gr","3290.00","3290.00"
23678,"Pastillas de Goma Jelly Roll Misky 1 Kg","9599.00","9999.00"
23679,"Chocolate con Almendras Cadbury 72 Gr","3200.00","3200.00"
23680,"Fideos Tirabuzones sin TACC Blue Patna 500 Gr","5376.00","5992.00"
23681,"Fideos El Sol 500 Gr","1451.00","1512.00"
23682,"Fideos Tirabuzon N° 34 Matarazzo 500 Gr","1344.00","1400.00"
23683,"Provenzal La Parmesana 25 Gr","197.64","197.64"
23684,"Fideos Spaghetti Lucchetti 500 Gr","264.00","272.00"
23685,"Te en Saquitos Ensobrados Menta Cachamai 20 Un","894.24","931.50"
23686,"Caramelos Masticables Frutales Arcor 800 Gr","9679.00","9679.00"
23687,"Aceitunas Verdes Rodajas Morixe 300 Gr","1509.00","1595.00"
23688,"Caramelos Home Cereza Menthoplus 100 Gr","2015.00","2099.00"
23689,"Obleas de Naranja Carrefour Classic 200 Gr","1190.00","1190.00"
23690,"Fideo Fusil Villa D'agri 500 Gr","2015.00","2015.00"
23691,"Fideos Tirabuzon 3 Vegetales Terrabusi 500 Gr","389.88","389.88"
23692,"Chocolate Banana Dolca 14 Gr","770.00","795.00"
23693,"Alfajor Maicena Alfa Pampa 6 Un 60 Gr","5396.00","5621.00"
23694,"Mix de Frutos Secos Tradicional Great Value 500 Gr","1217.75","1217.75"
23695,"Atun Lomitos al Natural Great Value 170 Gr","477.36","477.36"
23696,"Gomitas Acidas Billiken 30 Gr","678.00","678.00"
23697,"Aceitunas Negras Clasicas Castell 100 Gr","1285.00","1285.00"
23698,"Barra de Arroz con Semillas Lulemuu 12 Gr","320.00","320.00"
23699,"Mini Budin Vainilla con Dulce de Leche 45 Gr","449.00","449.00"
23700,"Mostaza y Miel Dressing 200 Gr","3999.00","3999.00"
23701,"Cafe en Capsulas Decafeinado Caja Macchiato 50 Gr","9650.00","9650.00"
23702,"Azucar Impalpable Bolsa Dos Anclas 300 Gr","1939.67","2020.49"
23703,"Avellana con Chocolate Conosur 150 Gr","5290.00","5290.00"
23704,"Porotos Negros 500 Gr","2500.00","2500.00"
23705,"Salsa Filetto Rina Matarazzo 340 Gr","4950.00","4999.00"
23706,"Caramelos Sport Lipo 150 Gr","1439.00","1499.00"
23707,"Tomate Pelado Perita Inca 400 Gr","911.04","949.00"
23708,"Leche en Polvo Deslactosada Purisima 400 Gr","5213.00","5430.00"
23709,"Mentitas Cherry 26 Gr","441.00","459.00"
23710,"Bocadito Kooky Bon Felfort 360 Un 10 Gr","378.00","378.00"
23711,"Edulcorante Liquido Sucra Tuy 200 Ml","3909.00","4079.00"
23712,"Granos de Cafe con Chocolate Conosur 150 Gr","3990.00","3990.00"
23713,"Suplemento Proteinico Liquido Chocolate Fortisip 200 Ml","8295.00","8295.00"
23714,"Caramelo Tutti Frutti Flynn Paff 16 Un","1850.00","1850.00"
23715,"Bocadito de Cereal con Chocolate Los Carolinos 150 Gr","4790.00","4790.00"
23716,"Arroz Doble Carolina Lucchetti 1 Kg","4184.00","4185.00"
23717,"Mayonesa Heinz Light Dp 850 Gr","4349.09","4530.30"
23718,"Caldo Saborizante Panceta en Sobre Alicante 4 Un 30 Gr","1219.00","1219.00"
23719,"Picadillo de Carne en Lata Safra 90 Gr","500.67","521.53"
23720,"Garbanzos Mister Food 400 Gr","1750.00","1750.00"
23721,"Gomitas Ositos Mogul 150 Gr","1800.00","1888.99"
23722,"Te en Saquitos Mezcla Herbal Boldo Menta Poleo y Miel Patagonia 30 Gr","2207.04","2299.00"
23723,"Barrita Vegana Brownie Laddubar 30 Gr","849.00","849.00"
23724,"Alfajor Junior Blanco Extra Dulce de Leche Vauquita 55 Gr","1268.00","1268.00"
23725,"Te en Saquitos Manzanilla Hierbas Silvestres Taragui 10 Un","610.68","636.12"
23726,"Pan de Hamburguesa 4 Un","1390.00","1390.00"
23727,"Semillas de Lino Doypack Genser 150 Gr","1599.00","1599.00"
23728,"Galletitas Merengadas 3 Un 88 Gr","2365.00","2719.99"
23729,"Sal con Hierbas y Especias Celusal 230 Gr","4479.00","4479.00"
23730,"Jurel al Natural sin Sal Carrefour 425 Gr","3290.00","3290.00"
23731,"Harina de Trigo 0000 Carrefour 1 Kg","989.00","989.00"
23732,"Polvorones con Chips de Dulce de Leche Trimak 150 Gr","785.00","785.00"
23733,"Tallarin a la Espinaca La Bianca 500 Gr","1332.82","1332.82"
23734,"Semilla de Girasol El Mercado 250 Gr","2000.00","2000.00"
23735,"Aderezo para Verduras Legumbres y Arroz Sazon 60 Gr","1199.00","1199.00"
23736,"Salsa Filetto La Campagnola 340 Gr","1039.00","1039.00"
23737,"Edulcorante Sucaryl en Caja 100 Un 800 Gr","3991.00","3991.00"
23738,"Galletitas Sabor Limon sin TACC Santa Maria 200 Gr","1800.00","1800.00"
23739,"Sal Gruesa en Estuche Dos Anclas 1 Kg","891.00","928.00"
23740,"Galletas Avena con Yogur Frutilla 9 de Oro 120 Gr","345.15","345.15"
23741,"Copos Azucarados Georgalos 400 Gr","3170.89","3303.01"
23742,"Ciruelas Desecadas con Carozo 200 Gr","1790.00","1790.00"
23743,"Galletitas Marinera Tia Maruca 350 Gr","1814.00","1889.00"
23744,"Sal Fina Yodada en Salero Carrefour 100 Gr","2090.00","2090.00"
23745,"Harina Leudante Blancaflor 1 Kg","509.00","529.00"
23746,"Obleas de Vainilla Carrefour 200 Gr","1190.00","1190.00"
23747,"Galletitas con Chips Chocolate Blanco 9 De Oro 120 Gr","1299.00","1299.00"
23748,"Chicles Defense 6.7 Gr","412.00","429.00"
23749,"Polvorones Sabor Coco sin TACC Smams 120 Gr","1350.00","1350.00"
23750,"Te en Saquitos Clasico Chachamai 25 Un","969.31","1009.70"
23751,"Galletitas Biscuits con Chips Soriano 200 Gr","3190.00","3190.00"
23752,"Alfajor de Maicena Cachafac 76 Gr","2300.00","2325.00"
23753,"Pastillas Naranja Tic Tac 49 Gr","1900.00","1900.00"
23754,"Oblea Triple Chocolate con Mani Hersheys 102 Gr","3409.00","3409.00"
23755,"Salsa de Soja Reduccion La Parmesana 300 Gr","3160.00","3523.00"
23756,"Suplemento Nutricional Vainilla Ensure Plus 220 Ml","10156.00","10156.00"
23757,"Suplemento Nutricional Polvo Vainilla Re Boost 740 Gr","47800.00","47800.00"
23758,"Refresco Pastillas Mentol Tuti Fruti 27 Gr","800.00","800.00"
23759,"Alfajor Blanco Alfa Pampa 6 Un 60 Gr","5396.00","5621.00"
23760,"Provenzal La Campagnola 23 Gr","709.00","709.00"
23761,"Gomitas Cien Pies Yummy 500 Gr","3989.00","3989.00"
23762,"Salsa Ranch Picante Dos Anclas 250 Gr","2809.00","3169.00"
23763,"Mani Tostado sin Piel King 100 Gr","879.00","1150.00"
23764,"Caramelo Chocolate Blanco Butter Toffees 822 Gr","9599.00","9999.00"
23765,"Galletitas Golden Tripack Oreo 3 Un 354 Gr","4285.00","4285.00"
23766,"Snacks Galletitas de Arroz Sabor Pizza Gallo 50 Gr","1139.00","1139.00"
23767,"Arroz Largo Fino 00000 Dos Hermanos 1 Kg","2320.00","2320.00"
23768,"Pan para Hamburguesa Fargo 210 Gr","2130.00","2130.00"
23769,"Aceitunas Negras Descarozadas en Frasco Nucete Light 360 Gr","3300.00","3300.00"
23770,"Chicle Menta Cleanmint 7 24 Gr","2016.00","2016.00"
23771,"Mate Cocido en Saquitos Yer-Vita 50 Un","2349.00","2349.00"
23772,"Arroz Carnaroli Molinos Ala 500 Gr","4200.00","4200.00"
23773,"Oblea Frutilla a la Crema Sinfonia 100 Gr","725.00","789.00"
23774,"Papas Fritas sin Sal Tubo Carrefour 140 Gr","2750.00","2750.00"
23775,"Sal con Hierbas en Salero Dos Anclas 200 Gr","3754.00","3910.00"
23776,"Avena Tradicional Quaker 280 Gr","2257.99","2259.00"
23777,"Adobo para Pizza 50 Gr","910.00","910.00"
23778,"Pimenton 50 Gr","1060.00","1060.00"
23779,"Fideos Spaghetti Matarazzo 500 Gr","1344.00","1400.00"
23780,"Yerba Mate con Palo Yemaype 1 Kg","3675.84","3829.00"
23781,"Mayonesa Heinz Light Dp 350 Gr","2300.00","2417.00"
23782,"Snacks Galletitas Original en Tubo Rex 75 Gr","1420.00","1450.00"
23783,"Garbanzos Inca 350 Gr","699.00","901.00"
23784,"Cacao en Polvo Dulce El Quilla 450 Gr","2399.00","2499.00"
23785,"Pastillas Corazoncitos Dorin's 1 Un","138.24","141.48"
23786,"Granola Manzana sin TACC 200 Gr","2400.00","2400.00"
23787,"Dulce de Leche Pote Ser 300 Gr","2220.00","2220.00"
23788,"Galletas Marineras 180 Gr","1890.00","1890.00"
23789,"Yerba Mate con Palo Yemaype 500 Gr","1919.04","1999.00"
23790,"Barrita de Chocolate con Leche Fel Fort 16 Gr","1500.00","1500.00"
23791,"Gomitas Piecitos Acidos Yummy 30 Gr","678.00","678.00"
23792,"Aceitunas Verdes Doypack Castell 300 Gr","392.00","408.00"
23793,"Porotos de Soja 500 Gr","1484.00","1484.00"
23794,"Yerba Mate Saborizada con Naranja Pipore 500 Gr","2054.40","2140.00"
23795,"Mayonesa Clasica Doypack D'Fiesta 500 Ml","750.00","750.00"
23796,"Endulzante Zucra Forte Sobres Hileret 100 Un","1682.64","1752.84"
23797,"Tabletas de Chocolate Blanco Carrefour 80 Gr","1690.00","1690.00"
23798,"Sopa Instantanea Arvejas Sobres Carrefour Classic 5 Un","1790.00","1790.00"
23799,"Galletitas Scons sin TACC Santa Maria 200 Gr","1919.00","1919.00"
23800,"Chocolate con Almendras Cadbury 72 Gr","470.00","480.00"
23801,"Aceitunas Verdes Rellenas Nucete 100 Gr","800.00","834.00"
23802,"Papas Fritas Slices 150 Gr","1800.00","1800.00"
23803,"Premezcla Pizza Blancaflor 400 Gr","1651.20","1720.00"
23804,"Chicle Seven Ultra Red Berry 24 Gr","2016.00","2016.00"
23805,"Almendras Great Value 100 Gr","531.91","531.91"
23806,"Oblea Chocolate Rellena Dark Kit Kat 41.5 Gr","940.00","945.00"
23807,"Edulcorante en Sobres Equal Stevia 50 Un","3395.00","3395.00"
23808,"Porcion Budin de Chocolate 65 Gr","589.00","590.00"
23809,"Galletas de Arroz Molinos Del Bosque 150 Gr","1670.00","1739.00"
23810,"Chocolate Mani Sapito Arcor 10 Gr","287.00","299.00"
23811,"Yerba Mate con Hierbas Aromaticas Cachamate1 Kg","2789.00","2800.00"
23812,"Trigo Burgol La Española 500 Gr","1377.60","1435.00"
23813,"Fideos Tallarin Santa Isabel 500 Gr","910.08","948.00"
23814,"Arroz Largo Fino 00000 Rojo Carogran 1 Kg","2207.00","2299.00"
23815,"Te en Saquitos Limon y Lima Jengibre Menta Saint Gottard 20 Un","3995.00","4795.00"
23816,"Galletitas Dulces con Chips Terrabusi 144 Gr","1050.00","1050.00"
23817,"Nuez Moscada Sobre La Campagnola 23 Gr","1469.00","1469.00"
23818,"Galletitas Sabor Coco Coquitas Bagley 157 Gr","835.00","869.00"
23819,"Pate de Jamon Bocatti 90 Gr","1555.00","1619.00"
23820,"Cafe Instantaneo Facil de Batir Dolca 170 Gr","2477.52","2580.12"
23821,"Polvo para Preparar Bizcochuelo Chocolate Royal 500 Gr","3279.00","3279.00"
